Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Kerrigan Infested
Conversation/DEBUG_FaceAnimTest/Line00066=Sad minimum
Conversation/DEBUG_FaceAnimTest/Line00067=Serious full
Conversation/DEBUG_FaceAnimTest/Line00068=Serious half
Conversation/DEBUG_FaceAnimTest/Line00069=Serious minimum
Conversation/DEBUG_FaceAnimTest/Line00070=Surprised full
Conversation/DEBUG_FaceAnimTest/Line00071=Surprised half
Conversation/DEBUG_FaceAnimTest/Line00072=Surprised minimum
Conversation/DEBUG_FaceAnimTest/Line00073=Angry full
Conversation/DEBUG_FaceAnimTest/Line00074=Angry half
Conversation/DEBUG_FaceAnimTest/Line00075=Angry minimum
Conversation/DEBUG_FaceAnimTest/Line00076=Fear full
Conversation/DEBUG_FaceAnimTest/Line00077=Fear half
Conversation/DEBUG_FaceAnimTest/Line00078=Fear minimum
Conversation/DEBUG_FaceAnimTest/Line00079=Happy full
Conversation/DEBUG_FaceAnimTest/Line00080=Happy half
Conversation/DEBUG_FaceAnimTest/Line00081=Happy minimum
Conversation/DEBUG_FaceAnimTest/Line00082=Sad full
Conversation/DEBUG_FaceAnimTest/Line00083=Sad half
Conversation/DEBUG_FaceAnimTest/Line00084=Sad minimum
Conversation/DEBUG_FaceAnimTest/Line00085=Serious full
Conversation/DEBUG_FaceAnimTest/Line00086=Serious half
Conversation/DEBUG_FaceAnimTest/Line00087=Serious minimum
Conversation/DEBUG_FaceAnimTest/Line00088=Surprised full
Conversation/DEBUG_FaceAnimTest/Line00089=Surprised half
Conversation/DEBUG_FaceAnimTest/Line00090=Surprised minimum
Conversation/DEBUG_FaceAnimTest/Line00091=Angry full
Conversation/DEBUG_FaceAnimTest/Line00092=Angry half
Conversation/DEBUG_FaceAnimTest/Line00093=Angry minimum
Conversation/DEBUG_FaceAnimTest/Line00094=Fear full
Conversation/DEBUG_FaceAnimTest/Line00095=Fear half
Conversation/DEBUG_FaceAnimTest/Line00096=Fear minimum
Conversation/DEBUG_FaceAnimTest/Line00097=Happy full
Conversation/DEBUG_FaceAnimTest/Line00098=Happy half
Conversation/DEBUG_FaceAnimTest/Line00099=Happy minimum
Conversation/DEBUG_FaceAnimTest/Line00100=Sad full
Conversation/DEBUG_FaceAnimTest/Line00101=Sad half
Conversation/DEBUG_FaceAnimTest/Line00102=Sad minimum
Conversation/DEBUG_FaceAnimTest/Line00103=Serious full
Conversation/DEBUG_FaceAnimTest/Line00104=Serious half
Conversation/DEBUG_FaceAnimTest/Line00105=Serious minimum
Conversation/DEBUG_FaceAnimTest/Line00106=Surprised full
Conversation/DEBUG_FaceAnimTest/Line00107=Surprised half
Conversation/DEBUG_FaceAnimTest/Line00108=Surprised minimum
Conversation/DEBUG_FaceAnimTest/Line00109=Angry full
Conversation/DEBUG_FaceAnimTest/Line00110=Angry half
Conversation/DEBUG_FaceAnimTest/Line00111=Angry minimum
Conversation/DEBUG_FaceAnimTest/Line00112=Fear full
Conversation/DEBUG_FaceAnimTest/Line00113=Fear half
Conversation/DEBUG_FaceAnimTest/Line00114=Fear minimum
Conversation/DEBUG_FaceAnimTest/Line00115=Happy full
Conversation/DEBUG_FaceAnimTest/Line00116=Happy half
Conversation/DEBUG_FaceAnimTest/Line00117=Happy minimum
Conversation/DEBUG_FaceAnimTest/Line00118=Sad full
Conversation/DEBUG_FaceAnimTest/Line00119=Sad half
Conversation/DEBUG_FaceAnimTest/Line00120=Sad minimum
Conversation/DEBUG_FaceAnimTest/Line00121=Serious full
Conversation/DEBUG_FaceAnimTest/Line00122=Serious half
Conversation/DEBUG_FaceAnimTest/Line00123=Serious minimum
Conversation/DEBUG_FaceAnimTest/Line00124=Surprised full
Conversation/DEBUG_FaceAnimTest/Line00125=Surprised half
Conversation/DEBUG_FaceAnimTest/Line00126=Surprised minimum
Conversation/DEBUG_FaceAnimTest/Line00127=Angry full
Conversation/DEBUG_FaceAnimTest/Line00128=Angry half
Conversation/DEBUG_FaceAnimTest/Line00129=Angry minimum
Conversation/DEBUG_FaceAnimTest/Line00130=Fear full
Conversation/DEBUG_FaceAnimTest/Line00131=Fear half
Conversation/DEBUG_FaceAnimTest/Line00132=Fear minimum
Conversation/DEBUG_FaceAnimTest/Line00133=Happy full
Conversation/DEBUG_FaceAnimTest/Line00134=Happy half
Conversation/DEBUG_FaceAnimTest/Line00135=Happy minimum
Conversation/DEBUG_FaceAnimTest/Line00136=Sad full
Conversation/DEBUG_FaceAnimTest/Line00137=Sad half
Conversation/DEBUG_FaceAnimTest/Line00138=Sad minimum
Conversation/DEBUG_FaceAnimTest/Line00139=Serious full
Conversation/DEBUG_FaceAnimTest/Line00140=Serious half
Conversation/DEBUG_FaceAnimTest/Line00141=Serious minimum
Conversation/DEBUG_FaceAnimTest/Line00142=Surprised full
Conversation/DEBUG_FaceAnimTest/Line00143=Surprised half
Conversation/DEBUG_FaceAnimTest/Line00144=Surprised minimum
Conversation/FixedCondition/CharacterEnabled=Character ~INDEX~ is available (on current set)
Conversation/FixedCondition/CharacterUnlocked=Character ~INDEX~ is known
Conversation/FixedCondition/DoNotPlay=Do Not Play
Conversation/FixedCondition/KerriganAlive=Kerrigan is ~INDEX~
Conversation/FixedCondition/LastMission=Last mission was ~INDEX~
Conversation/FixedCondition/MissionAvailable=Mission ~INDEX~ is available (playable ~VALUE01~ to ~VALUE02~ times, 0=not)
Conversation/FixedCondition/MissionCompleted=Mission ~INDEX~ is completed (did ~VALUE01~ to ~VALUE02~ missions ago, 0=not)
Conversation/FixedCondition/MissionCompletedCount=Completed ~VALUE01~ to ~VALUE02~ missions
Conversation/FixedCondition/ObjectiveCompleted=Objective ~INDEX~ completed
Conversation/FixedCondition/PlanetActive=Player is on ~INDEX~
Conversation/FixedCondition/PlanetAvailable=World ~INDEX~ available
Conversation/Name/Ambience=Ambience
Conversation/Name/Coop_Transmissions=Coop_Transmissions
Conversation/Name/DEBUG_FaceAnimTest=DEBUG_FaceAnimTest
Conversation/Name/zBriefing_Char01=zBriefing_Char01
Conversation/Name/zBriefing_Char02=zBriefing_Char02
Conversation/Name/zBriefing_Char03=zBriefing_Char03
Conversation/Name/zBriefing_Expedition01=zBriefing_Expedition01
Conversation/Name/zBriefing_Expedition022=zBriefing_Expedition02
Conversation/Name/zBriefing_Expedition03=zBriefing_Expedition03
Conversation/Name/zBriefing_Hybrid01=zBriefing_Hybrid01
Conversation/Name/zBriefing_Hybrid02=zBriefing_Hybrid02
Conversation/Name/zBriefing_Hybrid03=zBriefing_Hybrid03
Conversation/Name/zBriefing_Korhal01=zBriefing_Korhal01
Conversation/Name/zBriefing_Korhal02=zBriefing_Korhal02
Conversation/Name/zBriefing_Korhal03=zBriefing_Korhal03
Conversation/Name/zBriefing_Lab01=zBriefing_Lab01
Conversation/Name/zBriefing_Lab02=zBriefing_Lab02
Conversation/Name/zBriefing_Lab03=zBriefing_Lab03
Conversation/Name/zBriefing_Space01=zBriefing_Space01
Conversation/Name/zBriefing_Space02=zBriefing_Space02
Conversation/Name/zBriefing_Zerus01=zBriefing_Zerus01
Conversation/Name/zBriefing_Zerus02=zBriefing_Zerus02
Conversation/Name/zBriefing_Zerus03=zBriefing_Zerus03
Conversation/Name/zCutscene_Zerg01=zCutscene_Zerg01
Conversation/Name/zCutscene_Zerg02=zCutscene_Zerg02
Conversation/Name/zCutscene_Zerg03=zCutscene_Zerg03
Conversation/Name/zCutscene_Zerg04=zCutscene_Zerg04
Conversation/Name/zCutscene_Zerg05=zCutscene_Zerg05
Conversation/Name/zCutscene_Zerg07=zCutscene_Zerg07
Conversation/Name/zCutscene_Zerg08=zCutscene_Zerg08
Conversation/Name/zCutscene_Zerg09=zCutscene_Zerg09
Conversation/Name/zCutscene_Zerg10=zCutscene_Zerg10
Conversation/Name/zDebrief_Arc2=zDebrief_Arc2
Conversation/Name/zDebrief_Arc4DoW=zDebrief_Arc4DoW
Conversation/Name/zDebrief_Arc5DoW=zDebrief_Arc5DoW
Conversation/Name/zDebrief_Arc6DoW=zDebrief_Arc6DoW
Conversation/Name/zDebrief_Char01=zDebrief_Char01
Conversation/Name/zDebrief_Expedition01=zDebrief_Expedition01
Conversation/Name/zDebrief_Hybrid02=zDebrief_Hybrid02
Conversation/Name/zDebrief_Hybrid03=zDebrief_Hybrid03
Conversation/Name/zDebrief_Korhal01=zDebrief_Korhal01
Conversation/Name/zDebrief_Lab01=zDebrief_Lab01
Conversation/Name/zDebrief_Mission5=zDebrief_Mission5
Conversation/Name/zDebrief_Zerus02=zDebrief_Zerus02
Conversation/Name/zDoW_Arc4=zDoW_Arc4
Conversation/Name/zDoW_Confirmation=zDoW_Confirmation
Conversation/Name/zEvoBriefing_Baneling=zEvoBriefing_Baneling
Conversation/Name/zEvoBriefing_EggMonster=zEvoBriefing_SwarmHost
Conversation/Name/zEvoBriefing_Hydralisk=zEvoBriefing_Hydralisk
Conversation/Name/zEvoBriefing_Mutalisk=zEvoBriefing_Mutalisk
Conversation/Name/zEvoBriefing_Roach=zEvoBriefing_Roach
Conversation/Name/zEvoBriefing_Ultralisk=zEvoBriefing_Ultralisk
Conversation/Name/zEvoBriefing_Zergling=zEvoBriefing_Zergling
Conversation/Name/zEvoChoice=zEvoChoice
Conversation/Name/zEvoMission_Baneling=zEvoMission_Baneling
Conversation/Name/zEvoMission_EggMonster=zEvoMission_SwarmHost
Conversation/Name/zEvoMission_Mutalisk=zEvoMission_Mutalisk
Conversation/Name/zEvoMission_Roach=zEvoMission_Roach
Conversation/Name/zEvoMission_Ultralisk=zEvoMission_Ultralisk
Conversation/Name/zEvoMission_Zergling=zEvoMission_Zergling
Conversation/Name/zEvoPitch_Baneling=zEvoPitch_Baneling
Conversation/Name/zEvoPitch_EggMonster=zEvoPitch_SwarmHost
Conversation/Name/zEvoPitch_Hydralisk=zEvoPitch_Hydralisk
Conversation/Name/zEvoPitch_Mutalisk=zEvoPitch_Mutalisk
Conversation/Name/zEvoPitch_Roach=zEvoPitch_Roach
Conversation/Name/zEvoPitch_Ultralisk=zEvoPitch_Ultralisk
Conversation/Name/zEvoPitch_Zergling=zEvoPitch_Zergling
Conversation/Name/zLabArc_Abilities=zLabArc_Abilities
Conversation/Name/zMission_Char01=zMission_Char01
Conversation/Name/zMission_Char02=zMission_Char02
Conversation/Name/zMission_Char03=zMission_Char03
Conversation/Name/zMission_Expedition01=zMission_Expedition01
Conversation/Name/zMission_Expedition02=zMission_Expedition02
Conversation/Name/zMission_Expedition03=zMission_Expedition03
Conversation/Name/zMission_Hybrid01=zMission_Hybrid01
Conversation/Name/zMission_Korhal01=zMission_Korhal01
Conversation/Name/zMission_Korhal02=zMission_Korhal02
Conversation/Name/zMission_Korhal03=zMission_Korhal03
Conversation/Name/zMission_Lab01=zMission_Lab01
Conversation/Name/zMission_Lab02=zMission_Lab02
Conversation/Name/zMission_Lab03=zMission_Lab03
Conversation/Name/zMission_MultiMissionCallouts=zMission_MultiMissionCallouts
Conversation/Name/zMission_Space01=zMission_Space01
Conversation/Name/zMission_Space02=zMission_Space02
Conversation/Name/zMission_Zerus01=zMission_Zerus01
Conversation/Name/zMission_Zerus02=zMission_Zerus02
Conversation/Name/zMission_Zerus03=zMission_Zerus03
Conversation/Name/zPitch_Char01=zPitch_Char01
Conversation/Name/zPitch_Char01Travel=zPitch_Char01 Travel
Conversation/Name/zPitch_Char02=zPitch_Char02
Conversation/Name/zPitch_Char03=zPitch_Char03
Conversation/Name/zPitch_Expedition01=zPitch_Expedition01
Conversation/Name/zPitch_Expedition01Travel=zPitch_Expedition01 Travel
Conversation/Name/zPitch_Expedition02=zPitch_Expedition02
Conversation/Name/zPitch_Expedition03=zPitch_Expedition03
Conversation/Name/zPitch_Hybrid01Travel=zPitch_Hybrid01 Travel
Conversation/Name/zPitch_Hybrid02Travel=zPitch_Hybrid02 Travel
Conversation/Name/zPitch_Korhal01=zPitch_Korhal01
Conversation/Name/zPitch_Korhal01Travel=zPitch_Korhal01 Travel
Conversation/Name/zPitch_Korhal02=zPitch_Korhal02
Conversation/Name/zPitch_Korhal03=zPitch_Korhal03
Conversation/Name/zPitch_Lab01=zPitch_Lab01
Conversation/Name/zPitch_Lab03=zPitch_Lab03
Conversation/Name/zPitch_Space01=zPitch_Space01
Conversation/Name/zPitch_Space01Travel=zPitch_Space01 Travel
Conversation/Name/zPitch_Space02=zPitch_Space02
Conversation/Name/zPitch_Space02Travel=zPitch_Space02 Travel
Conversation/Name/zPitch_TAdjutantChar=zPitch_TAdjutantChar
Conversation/Name/zPitch_TAdjutantExpedition=zPitch_TAdjutantExpedition
Conversation/Name/zPitch_Zerus01=zPitch_Zerus01
Conversation/Name/zPitch_Zerus01Travel=zPitch_Zerus01 Travel
Conversation/Name/zPitch_Zerus02=zPitch_Zerus02
Conversation/Name/zPitch_Zerus03=zPitch_Zerus03
Conversation/Name/zPrerender_KA=zPrerender_KA
Conversation/Name/zPrerender_ZI=zPrerender_ZI
Conversation/Name/zSMAmbient_CharFortress=zSMAmbient_CharFortress
Conversation/Name/zSMAmbient_EvolutionMaster=zSMAmbient_EvolutionMaster
Conversation/Name/zSMAmbient_EvolutionMaster02=zSMAmbient_EvolutionMaster02
Conversation/Name/zSMAmbient_Idles=zSMAmbient_Idles
Conversation/Name/zSMAmbient_Kerrigan=zSMAmbient_Kerrigan
Conversation/Name/zSMAmbient_PrimalZergAdvisor=zSMAmbient_PrimalZergAdvisor
Conversation/Name/zSMAmbient_ProtossPrisoner=zSMAmbient_ProtossPrisoner
Conversation/Name/zSMAmbient_RogueQueen=zSMAmbient_RogueQueen
Conversation/Name/zSMAmbient_Stukov=zSMAmbient_Stukov
Conversation/Name/zSMAmbient_UnitUpgrade=zSMAmbient_UnitUpgrade
Conversation/Name/zSMAmbient_Zeratul=zSMAmbient_Zeratul
Conversation/Name/zSMAmbient_ZergAdjutant=zSMAmbient_ZergAdjutant
Conversation/Name/zSMAmbient_ZerusZurvan=zSMAmbient_ZerusZurvan
Conversation/Name/zSMBriefing_Expedition03=zSMBriefing_Expedition03
Conversation/Name/zSMBriefing_Hybrid02=zSMBriefing_Hybrid02
Conversation/Name/zSMBriefing_Korhal01=zSMBriefing_Korhal01
Conversation/Name/zSMBriefing_Korhal02=zSMBriefing_Korhal02
Conversation/Name/zSMBriefing_Korhal03=zSMBriefing_Korhal03
Conversation/Name/zSMBriefing_Space02=zSMBriefing_Space02
Conversation/Name/zSMBriefing_Zerus01=zSMBriefing_Zerus01
Conversation/Name/zSM_CharFortress=zSM_CharFortress
Conversation/Name/zSM_EvolutionMaster=zSM_EvolutionMaster
Conversation/Name/zSM_ExpeditionHatchery=zSM_ExpeditionHatchery
Conversation/Name/zSM_HybridLab=zSM_HybridLab
Conversation/Name/zSM_Kerrigan=zSM_Kerrigan
Conversation/Name/zSM_KorhalPalace=zSM_KorhalPalace
Conversation/Name/zSM_KorhalWorld=zSM_KorhalWorld
Conversation/Name/zSM_PrimalZergAdvisor=zSM_PrimalZergAdvisor
Conversation/Name/zSM_ProtossPrisoner=zSM_ProtossPrisoner
Conversation/Name/zSM_RogueQueen=zSM_RogueQueen
Conversation/Name/zSM_Stukov=zSM_Stukov
Conversation/Name/zSM_Valerian=zSM_Valerian
Conversation/Name/zSM_Zeratul=zSM_Zeratul
Conversation/Name/zSM_ZergAdjutant=zSM_ZergAdjutant
Conversation/Name/zSM_ZerusAncientOne=zSM_ZerusZurvan
Conversation/Name/zScripted_EvoMissionsUnlock=zScripted_EvoMissionsUnlock
Conversation/Name/zScripted_EvolutionMaster_First=zScripted_EvolutionMaster_First
Conversation/Name/zScripted_FourthArcAfter=zScripted_FourthArcAfter
Conversation/Name/zScripted_Hybrid03Travel=zScripted_Hybrid03Travel
Conversation/Name/zScripted_HybridArcBefore=zScripted_HybridArcBefore
Conversation/Name/zScripted_KorhalArcBefore=zScripted_KorhalArcBefore
Conversation/Name/zScripted_Space01Travel=zScripted_Space01Travel
Conversation/Name/zScripted_ZAdjutantIntro=zScripted_ZAdjutantIntro
Conversation/Name/zScripted_Zerus01Before=zScripted_Zerus01Before
Conversation/Name/zTest=zTest
Conversation/Name/zUnit_EggMonsterSplit1=zUnit_ZergTunneller
Conversation/Name/zUnit_EggMonsterSplit2=zUnit_ZergCarrion
Conversation/Name/zUnit_HeroDehaka=zUnit_HeroDehaka
Conversation/Name/zUnit_HeroKerriganGhost=zUnit_HeroKerrigan
Conversation/Name/zUnit_HeroQueen=zUnit_HeroNiadra
Conversation/Name/zUnit_HeroStukov=zUnit_HeroStukov
Conversation/Name/zUnit_HeroZagara=zUnit_HeroZagara
Conversation/Name/zUnit_MutaliskSplit1=zUnit_ZergViper
Conversation/Name/zUnit_NeutralYeti=zUnit_NeutralYeti
Conversation/Name/zUnit_PrimalCrusher=zUnit_PrimalPrimalgor
Conversation/Name/zUnit_PrimalRipper=zUnit_PrimalPrimeling
Conversation/Name/zUnit_PrimalScreamer=zUnit_PrimalPrime'azor
Conversation/Name/zUnit_PrimalShredder=zUnit_PrimalPrime'lisk
Conversation/Name/zUnit_ProtossAreaDenial=zUnit_ProtossShredder
Conversation/Name/zUnit_ProtossCarrierShip=zUnit_ProtossTempest
Conversation/Name/zUnit_ProtossChangeling=zUnit_ProtossReplicant
Conversation/Name/zUnit_ProtossFlyingCaster=zUnit_ProtossOracle
Conversation/Name/zUnit_RoachSplit1=zUnit_ZergCorpser
Conversation/Name/zUnit_TacFighter=zUnit_TacFighter
Conversation/Name/zUnit_TerranHellion2=zUnit_TerranHellionSiege
Conversation/Name/zUnit_TerranMercCommander=zUnit_TerranWarhound
Conversation/Name/zUnit_TerranOdin=zUnit_TerranOdin
Conversation/Name/zUnit_ZergEggMonster=zUnit_ZergSwarmHost
Conversation/UnknownConversation2/Group00001=Ambient Travel Reminder
Conversation/UnknownConversation2/Line00001=Our leviathan is able to leave this world at your command.
Conversation/zBriefing_Char01/Group00001=Char01
Conversation/zBriefing_Char01/Group00002=Briefing
Conversation/zBriefing_Char01/Line00002=[Surprise 70]Zagara's brood[/Surprise] is currently huddled in Char's acid marsh, where you stored millions of eggs for [Serious]future use.[/Serious]
Conversation/zBriefing_Char01/Line00009=Then I'll collect enough eggs to spawn an army and [Serious]destroy Zagara[/Serious].
Conversation/zBriefing_Char01/Line00016=Then I'll collect enough eggs to spawn an army and [Serious]destroy Zagara[/Serious].
Conversation/zBriefing_Char01/Line00023=From the location of her hive cluster, [Surprise 70]it appears[/Surprise] Zagara intends to gather [Serious]as many eggs[/Serious] as she can.
Conversation/zBriefing_Char01/Line00024=She can place them in a birthing pond to quicken. [Surprise 70]I have located[/Surprise] our hive cluster near one such pond.
Conversation/zBriefing_Char01/Line00025=She's trying to build an army. [Serious]But how will she hatch the eggs?[/Serious]
Conversation/zBriefing_Char01/Line00026=She's trying to build an army. [Serious]But how will she hatch the eggs?[/Serious]
Conversation/zBriefing_Char02/Comment00001=Panning across the landscape
Conversation/zBriefing_Char02/Comment00002=As Zagara says the 2 lines below, show images of a zerg brood trying to make their way across the terrain. Charsweepers pass over them OBLITERATING them.
Conversation/zBriefing_Char02/Comment00003=Fade back to "Current Day" image of the bone trench -- with bones everywhere! Pan past an inert scourge cannon...
Conversation/zBriefing_Char02/Comment00004=Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round...
Conversation/zBriefing_Char02/Comment00005=As Zagara says the 2 lines below, show images of a zerg brood trying to make their way across the terrain. Gorgons pass over them OBLITERATING them.
Conversation/zBriefing_Char02/Comment00006=Fade back to "Current Day" image of the bone trench -- Pan past an inert scourge cannon...
Conversation/zBriefing_Char02/Comment00007=Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round...
Conversation/zBriefing_Char02/Group00001=Char02
Conversation/zBriefing_Char02/Group00002=OBSOLETE
Conversation/zBriefing_Char02/Group00004=Briefing
Conversation/zBriefing_Char02/Line00001=The bone trench. This is the only approach to the terran fortress.
Conversation/zBriefing_Char02/Line00002=And it's where your brood got slaughtered.
Conversation/zBriefing_Char02/Line00003=The low ground left us vulnerable to aerial attack. The terrans brought their gorgon class Battlecruisers from the skies.
Conversation/zBriefing_Char02/Line00004=They strafed us over and over. My brood bled, and died. Along with any hope of pushing the terrans from Char.
Conversation/zBriefing_Char02/Line00005=My queen, we should simply race through the trench, not waste time fighting gorgons.
Conversation/zBriefing_Char02/Line00006=Wait, those are scourge nests. They could bring down a gorgon class battlecruiser... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00007=And if we don't, the Swarm dies. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00008=As you say.
Conversation/zBriefing_Char02/Line00009=And it's where you allowed my brood to be slaughtered.
Conversation/zBriefing_Char02/Line00010=If we surprise the terrans, we can make it through with acceptable losses.
Conversation/zBriefing_Char02/Line00011=That will awaken them, and they'll take care of Warfield's gorgons. Then the bone trench will be ours.
Conversation/zBriefing_Char02/Line00012=I will establish a hive cluster, and then we will grow creep out to the dormant scourge nests.
Conversation/zBriefing_Char02/Line00013=There, those are scourge nests. They can destroy even a gorgon class battlecruiser... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00014=And if we don't, the Swarm dies. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00015=I will establish a hive cluster, and then we will grow creep out to the dormant scourge nests.
Conversation/zBriefing_Char02/Line00016=That will awaken them, and they'll take care of Warfield's gorgons. Then the bone trench will be ours.
Conversation/zBriefing_Char02/Line00017=They strafed us over and over. The Swarm bled, and died. Along with any hope of pushing the terrans from Char.
Conversation/zBriefing_Char02/Line00018=The Bone Trench. This is the only approach to the terran fortress.
Conversation/zBriefing_Char02/Line00019=I tried to bring my brood through here once before. The terrans brought their Gorgon battlecruisers from the skies.
Conversation/zBriefing_Char02/Line00020=They strafed us over and over. My brood bled, and died. Along with any hope of pushing the terrans from Char.
Conversation/zBriefing_Char02/Line00021=[Surprise 90]Wait, those are scourge nests[/Surprise]. They could bring down a Gorgon... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00022=[Surprise 90]Wait, those are scourge nests[/Surprise]. They could bring down a Gorgon... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00023=My queen, we should simply race through the trench, not waste time fighting Gorgons.
Conversation/zBriefing_Char02/Line00024=If we surprise the terrans, we can make it through with acceptable losses.
Conversation/zBriefing_Char02/Line00025=And if we don't, [Serious]the Swarm dies[/Serious]. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00026=And if we don't, [Serious]the Swarm dies[/Serious]. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00027=We can use this creep tumor to spawn a tumor near the scourge nest. Once it's awake, Warfield's Gorgon is done for.
